visitorID,UnitTime,TotalTime,TotalAttractions
520046,7.15,243,34
520054,10.49,367,35
520109,9.70,388,40
520392,6.30,126,20
520524,10.21,296,29
520679,5.85,117,20
521065,4.86,102,21
521178,6.74,155,23
521397,4.52,104,23
521692,7.95,326,41
521698,7.65,153,20
521750,59.67,179,3
521943,9.16,284,31
522032,3.18,35,11
522186,9.59,355,37
522249,7.42,297,40
522415,5.33,112,21
522453,5.59,123,22
522711,13.07,392,30
523017,4.42,106,24
523378,9.16,293,32
523606,4.61,106,23
523641,12.50,275,22
523661,4.00,96,24
523801,3.71,63,17
523977,9.05,389,43
524002,6.10,128,21
524412,7.03,232,33
524677,4.86,102,21
524698,8.58,266,31
524840,8.06,129,16
524889,10.08,252,25
524922,2.88,46,16
525149,5.44,49,9
525168,5.67,51,9
525272,5.62,135,24
525323,10.81,389,36
525407,4.67,140,30
525464,6.48,201,31
525690,8.55,359,42
525828,7.19,259,36
525850,4.79,115,24
525889,7.29,248,34
525932,5.48,126,23
526065,4.18,92,22
526361,13.18,145,11
526376,8.12,130,16
526481,8.00,152,19
526530,5.21,125,24
526649,6.28,113,18
526691,6.79,231,34
526913,7.74,147,19
527263,8.78,237,27
527615,7.53,113,15
527693,9.27,380,41
527768,5.65,96,17
528061,7.60,152,20
528118,5.75,115,20
528510,5.57,128,23
528516,9.07,127,14
528530,10.20,408,40
528981,4.87,112,23
529543,9.73,146,15
529662,6.87,158,23
530079,4.40,66,15
530267,6.05,115,19
530390,4.73,104,22
530499,5.67,119,21
530908,12.67,380,30
531042,3.33,50,15
531144,7.17,294,41
531338,3.59,97,27
531348,7.31,256,35
531594,8.63,259,30
531824,7.25,232,32
531900,5.74,109,19
532000,6.05,127,21
532203,6.55,72,11
532358,6.27,138,22
532424,4.25,102,24
532442,7.79,327,42
533015,9.41,386,41
533093,5.79,139,24
533215,6.97,223,32
533435,6.00,132,22
533656,8.46,296,35
533798,7.25,232,32
534277,5.11,92,18
534574,7.62,122,16
534971,4.47,85,19
535019,3.57,50,14
535082,8.58,386,45
535529,6.00,102,17
535691,5.00,110,22
535703,6.12,159,26
535955,5.50,132,24
536034,5.61,202,36
536330,6.67,140,21
536972,5.26,121,23
537511,6.80,136,20
537575,6.95,139,20
537824,4.62,120,26
537923,8.17,147,18
538137,6.12,159,26
538702,4.43,102,23
538711,8.47,381,45
538957,5.11,92,18
539005,6.59,145,22
539017,12.52,288,23
539156,5.90,248,42
539385,7.49,352,47
539386,9.18,358,39
539562,5.43,125,23
539609,6.38,102,16
539617,9.23,406,44
539714,6.21,118,19
539865,7.60,380,50
539907,4.94,84,17
540014,6.22,168,27
540495,6.79,129,19
540831,4.85,97,20
540855,7.17,208,29
540914,3.78,121,32
540937,5.27,137,26
541401,6.53,124,19
541576,7.60,152,20
541701,5.88,47,8
542027,5.40,54,10
542750,6.59,145,22
543006,5.91,130,22
543133,5.71,120,21
543168,4.91,113,23
543205,6.82,225,33
543291,7.82,266,34
543526,5.14,108,21
543690,5.27,137,26
544138,5.57,128,23
544439,5.08,122,24
544838,4.43,102,23
544881,5.48,126,23
544893,4.54,109,24
545151,7.76,256,33
545196,6.36,229,36
545873,9.89,277,28
545891,5.32,101,19
545903,6.24,131,21
546233,10.79,421,39
546321,11.53,392,34
546414,5.15,103,20
546488,5.91,130,22
546558,5.08,61,12
546597,5.25,147,28
546825,6.05,127,21
546985,7.42,141,19
547322,6.00,138,23
547435,9.89,356,36
547746,4.72,137,29
547838,6.08,152,25
547951,6.16,117,19
548110,7.39,133,18
548151,15.40,154,10
548154,6.44,161,25
548934,7.44,134,18
548950,7.49,292,39
549003,4.82,135,28
549068,7.98,383,48
549101,7.16,136,19
549131,5.55,122,22
549257,8.15,269,33
549264,5.52,138,25
549394,3.77,83,22
549399,7.60,152,20
549727,5.12,128,25
549739,4.72,137,29
549795,5.00,135,27
549850,6.33,133,21
550075,5.92,142,24
550165,7.69,246,32
550269,5.47,93,17
550794,7.39,133,18
550826,7.17,129,18
550901,5.67,136,24
551078,9.70,388,40
551143,8.21,115,14
551840,6.15,123,20
551928,9.75,390,40
551933,6.18,136,22
552191,7.81,242,31
552331,5.79,139,24
552471,3.93,59,15
552487,4.91,113,23
552852,7.42,245,33
552932,7.42,245,33
553002,6.37,121,19
553559,7.82,344,44
553665,6.37,223,35
554059,4.21,118,28
554218,11.09,255,23
554286,6.00,126,21
554372,5.91,130,22
554479,6.87,206,30
555364,5.88,147,25
555404,8.16,155,19
555649,4.17,100,24
556071,9.64,270,28
556094,4.36,96,22
556129,8.37,251,30
556195,7.03,253,36
556329,6.89,131,19
556558,9.11,164,18
557026,5.26,121,23
557544,5.50,110,20
557591,11.09,377,34
557608,8.92,348,39
557816,7.95,318,40
557868,9.70,388,40
557871,7.84,149,19
557891,5.35,107,20
558149,5.68,193,34
558196,7.86,346,44
558950,7.56,272,36
559328,7.50,255,34
559418,4.87,112,23
559950,5.68,125,22
560023,7.50,120,16
560100,7.29,248,34
560114,10.22,378,37
560144,4.93,138,28
560161,7.24,152,21
560932,5.38,172,32
560979,7.44,253,34
561319,5.46,142,26
561527,7.74,147,19
561717,5.16,98,19
561890,10.39,291,28
562000,6.10,128,21
562093,7.75,155,20
562139,6.29,132,21
562597,10.46,429,41
562787,5.26,100,19
562794,5.80,145,25
562858,9.70,262,27
563175,8.39,151,18
563231,5.54,133,24
563405,8.82,300,34
563570,6.44,116,18
563574,4.70,108,23
563629,4.81,130,27
563791,9.07,245,27
564103,5.03,146,29
564169,11.19,291,26
564293,6.92,360,52
564436,4.57,105,23
564647,4.70,108,23
564674,2.73,41,15
564730,7.25,145,20
564763,6.00,126,21
564792,7.79,226,29
564829,6.36,140,22
564947,6.97,244,35
565351,9.21,359,39
565489,5.61,129,23
565653,9.41,386,41
565854,10.00,280,28
566020,7.19,151,21
566139,10.28,298,29
566357,4.81,125,26
566362,8.30,83,10
566577,7.06,127,18
566662,3.33,80,24
566677,5.94,202,34
567024,6.97,216,31
567030,4.88,122,25
567412,9.37,281,30
567534,5.58,145,26
567603,5.90,124,21
567670,5.60,112,20
567828,4.70,108,23
567841,5.04,136,27
567905,5.91,130,22
568190,6.76,142,21
568781,5.86,123,21
568810,5.95,125,21
568852,7.57,265,35
568910,8.44,152,18
569502,7.36,309,42
569511,4.36,109,25
569764,9.52,400,42
570066,5.08,122,24
570247,6.18,136,22
570267,7.76,349,45
570456,7.11,135,19
570540,6.46,155,24
570711,4.96,114,23
570744,9.21,267,29
570749,6.54,157,24
571263,9.38,150,16
571266,5.45,60,11
571405,8.17,392,48
571588,8.80,361,41
571655,4.93,138,28
571672,3.58,43,12
571810,6.15,123,20
572089,4.43,102,23
572263,5.67,51,9
572357,6.60,132,20
572516,6.24,131,21
573237,4.40,44,10
573455,3.89,109,28
573534,7.20,108,15
573715,4.68,131,28
573722,9.17,165,18
573959,5.32,117,22
574013,11.32,430,38
574150,7.76,264,34
574204,5.24,131,25
574210,4.56,114,25
574985,6.18,68,11
575013,6.25,125,20
575073,8.39,344,41
575123,8.03,273,34
575148,7.03,239,34
575483,6.42,122,19
575508,5.53,94,17
575701,7.73,255,33
575771,11.48,379,33
576639,11.55,254,22
576640,4.14,87,21
576890,6.65,133,20
576974,4.08,53,13
577008,3.53,53,15
577094,7.89,150,19
577512,6.75,135,20
577528,4.48,112,25
577530,10.50,273,26
577571,8.05,354,44
577784,8.59,146,17
577826,5.57,128,23
578244,7.22,130,18
578583,9.47,284,30
578682,5.04,116,23
578697,8.16,155,19
579170,6.97,237,34
579220,10.62,361,34
579394,9.67,145,15
579564,5.46,131,24
579597,6.11,116,19
579650,4.77,148,31
579661,9.04,407,45
579897,9.05,353,39
579967,9.38,150,16
579996,6.70,154,23
580064,5.48,126,23
580137,6.24,131,21
580188,8.22,148,18
580336,5.09,117,23
580461,11.31,407,36
580486,5.26,121,23
580635,5.09,117,23
580645,7.94,270,34
580785,8.29,373,45
580975,7.32,161,22
581500,9.61,269,28
581794,9.54,391,41
582025,5.03,146,29
582578,4.57,105,23
582660,6.83,123,18
583339,10.00,400,40
583927,7.25,145,20
583967,5.87,229,39
584006,5.69,148,26
584017,6.57,138,21
584127,5.44,147,27
584178,7.39,133,18
584252,6.65,133,20
584464,7.14,150,21
584529,9.28,269,29
584558,8.31,133,16
584668,8.21,271,33
584930,8.42,278,33
584961,5.79,139,24
585556,4.90,103,21
585722,5.36,75,14
585760,5.65,130,23
586185,6.15,123,20
586980,7.53,113,15
587043,9.22,341,37
587055,9.75,390,40
587206,6.05,133,22
587327,8.46,296,35
587358,10.00,280,28
587445,5.88,147,25
587474,5.13,118,23
587738,8.16,155,19
588165,6.53,248,38
588235,8.41,227,27
588356,6.14,129,21
588529,7.03,246,35
588544,5.52,116,21
588605,4.89,93,19
588743,5.68,125,22
588816,3.86,81,21
589093,7.45,216,29
589095,9.38,150,16
589222,5.76,98,17
589381,3.87,58,15
589448,6.18,136,22
589598,8.27,339,41
589678,4.36,96,22
590079,6.04,145,24
590105,3.87,89,23
590342,7.60,152,20
590484,7.09,241,34
590658,9.85,394,40
590704,10.69,417,39
590785,11.29,384,34
590805,8.00,136,17
590830,6.59,145,22
590879,7.89,150,19
590966,8.26,388,47
591012,5.78,133,23
591023,6.45,258,40
591107,12.44,398,32
591150,2.45,27,11
591335,5.09,117,23
591387,4.59,101,22
591590,8.87,275,31
591639,3.92,47,12
591820,8.84,380,43
592271,8.14,236,29
592391,4.92,123,25
592404,8.85,301,34
592440,4.24,89,21
592583,4.75,57,12
593137,5.91,130,22
593157,8.95,385,43
593363,7.97,255,32
593615,4.96,114,23
593798,9.86,286,29
594162,5.95,125,21
594168,10.46,136,13
594316,7.80,320,41
594501,6.30,126,20
595122,5.26,121,23
595416,6.75,135,20
595511,7.90,237,30
595512,5.95,125,21
595748,8.48,373,44
596000,9.37,281,30
596077,10.89,294,27
596085,9.73,146,15
596157,12.77,396,31
596216,6.00,138,23
596234,4.81,125,26
596302,8.44,152,18
596343,7.42,230,31
596466,7.92,301,38
596587,5.09,117,23
596632,7.88,134,17
596672,6.35,108,17
596812,3.93,59,15
596918,7.15,143,20
597146,5.88,141,24
597706,4.61,129,28
597853,5.94,107,18
598015,5.23,136,26
598158,4.96,119,24
598194,8.14,342,42
598893,9.37,403,43
598945,5.52,116,21
598965,5.69,148,26
599345,4.08,53,13
599606,6.44,219,34
599804,8.20,287,35
600044,8.80,387,44
600223,5.46,142,26
600577,4.15,83,20
600636,8.59,249,29
600806,6.33,133,21
601132,7.88,252,32
601331,4.58,119,26
601942,5.39,124,23
602138,6.58,125,19
602296,6.97,251,36
602428,10.39,291,28
603369,7.47,299,40
603629,8.87,399,45
603810,5.27,137,26
603920,5.32,117,22
604465,7.00,147,21
605020,11.09,377,34
605197,9.77,303,31
605262,6.48,136,21
605315,5.46,71,13
605486,7.42,230,31
605603,6.37,121,19
605746,6.04,139,23
606180,7.23,217,30
606198,8.39,369,44
607389,7.60,152,20
607632,9.14,256,28
607854,8.76,324,37
608152,6.48,136,21
608482,5.08,122,24
608616,7.60,152,20
609246,5.54,133,24
609256,3.59,97,27
609983,8.62,405,47
610033,6.75,135,20
610043,10.17,356,35
610091,6.97,223,32
610092,6.89,131,19
610496,5.83,140,24
610522,9.15,375,41
610755,5.65,130,23
610790,6.21,118,19
610835,7.97,239,30
611007,6.21,118,19
611145,8.22,148,18
611274,6.64,93,14
611287,3.50,35,10
611316,6.11,116,19
611409,6.67,120,18
611447,5.91,130,22
611642,9.50,266,28
611678,6.85,137,20
611725,5.50,110,20
611748,5.95,125,21
611818,8.39,151,18
612084,9.54,372,39
612108,8.75,385,44
612250,2.73,41,15
612324,8.34,242,29
612370,5.83,134,23
612457,6.22,168,27
612934,6.53,235,36
612957,7.77,303,39
612964,5.42,103,19
613045,7.88,252,32
613142,4.86,102,21
613217,8.21,238,29
613223,7.90,229,29
613364,5.21,125,24
613565,4.81,125,26
613690,5.91,136,23
613750,7.97,263,33
613835,5.67,119,21
613971,8.18,278,34
614253,6.82,150,22
614267,4.96,114,23
614566,9.03,361,40
614907,5.61,101,18
615133,7.29,226,31
615289,5.67,136,24
615627,7.91,340,43
616088,6.55,131,20
616186,6.12,147,24
616205,5.85,117,20
616395,6.33,114,18
616452,7.05,148,21
616886,7.97,247,31
617164,8.16,351,43
617404,7.45,231,31
617592,4.61,129,28
617679,9.41,254,27
617788,7.34,279,38
617800,4.70,108,23
617956,8.12,276,34
617974,7.11,135,19
618091,6.76,142,21
618278,10.39,291,28
618285,6.37,121,19
618369,8.77,263,30
618380,10.15,274,27
618463,4.15,83,20
618526,4.43,93,21
618651,7.74,147,19
618704,8.72,401,46
618887,7.76,287,37
618897,7.16,229,32
619064,12.25,392,32
619071,7.00,147,21
619203,6.87,261,38
619301,5.79,139,24
619341,7.72,139,18
619428,9.78,352,36
619449,5.28,132,25
619857,6.53,124,19
620091,6.90,145,21
620119,7.65,153,20
620184,8.00,136,17
620186,9.18,358,39
620366,4.67,140,30
620478,9.75,390,40
620669,7.41,237,32
620699,5.40,189,35
620880,4.23,93,22
620990,6.22,56,9
621318,6.82,225,33
621475,5.67,136,24
621499,7.48,232,31
621723,5.67,119,21
621937,6.70,154,23
622026,8.44,152,18
622118,4.82,106,22
622205,4.72,118,25
622595,6.95,132,19
623702,5.07,76,15
624187,7.88,260,33
624372,5.00,120,24
624375,4.29,120,28
624494,8.03,297,37
624964,7.87,236,30
625062,7.15,143,20
625158,7.00,147,21
625289,5.83,134,23
625731,7.30,146,20
625907,7.21,137,19
625981,9.85,256,26
626101,5.23,115,22
626177,11.50,414,36
626433,7.06,120,17
626672,7.56,136,18
626699,4.78,110,23
626870,5.79,139,24
627051,6.54,255,39
627378,8.81,238,27
627477,6.89,255,37
627626,5.31,138,26
627904,10.14,284,28
628480,7.63,267,35
628598,5.45,207,38
628661,6.33,133,21
628747,5.36,209,39
628864,4.59,101,22
629023,4.89,93,19
629048,7.50,105,14
629280,6.53,124,19
629314,7.06,120,17
629339,8.81,370,42
629470,5.00,120,24
629483,6.89,124,18
629585,7.48,247,33
629930,4.50,117,26
630239,7.97,263,33
630256,6.73,202,30
630304,6.36,140,22
630410,7.91,253,32
630509,6.94,243,35
630581,4.67,140,30
630587,5.00,120,24
630617,9.23,120,13
631146,7.11,192,27
631340,7.00,140,20
631684,6.17,142,23
632424,4.46,116,26
632432,9.40,141,15
633081,6.62,212,32
633338,5.27,137,26
633804,7.49,262,35
634474,8.67,364,42
634799,9.95,408,41
634880,5.37,145,27
635075,9.63,395,41
635721,5.50,121,22
635878,7.05,134,19
636327,4.26,98,23
636407,6.71,114,17
636567,7.60,152,20
636823,4.65,107,23
636911,4.07,118,29
637018,11.88,392,33
637270,8.83,265,30
637544,9.02,397,44
637588,5.79,139,24
637839,8.95,340,38
637878,7.39,133,18
638668,8.64,363,42
638913,9.22,341,37
638964,4.84,121,25
639021,5.66,198,35
639120,5.52,127,23
639148,7.65,260,34
639330,6.59,145,22
639466,7.40,259,35
639721,8.09,380,47
639730,9.66,367,38
639853,6.30,126,20
640169,5.91,136,23
640448,6.58,125,19
640518,8.94,277,31
640611,6.12,147,24
640904,8.82,388,44
641026,7.74,147,19
641364,6.22,56,9
641397,8.65,320,37
641516,6.53,98,15
641876,4.67,140,30
642151,5.65,130,23
642580,6.33,133,21
642727,5.95,125,21
642869,7.70,231,30
642982,4.96,119,24
643417,5.69,222,39
643447,8.25,264,32
643897,7.60,152,20
643918,11.76,388,33
643997,5.82,64,11
644063,5.09,117,23
644080,7.73,286,37
644244,11.03,397,36
644431,5.90,118,20
644885,59.67,179,3
645006,6.85,137,20
645116,6.53,124,19
645229,6.26,119,19
645268,6.48,201,31
645300,7.16,136,19
645418,9.85,394,40
645755,5.84,111,19
646143,7.48,247,33
646215,5.41,119,22
646245,8.16,155,19
646317,7.17,129,18
646337,7.10,142,20
646717,4.47,85,19
646837,4.14,87,21
646993,8.07,339,42
647120,5.83,134,23
647471,6.14,135,22
647535,8.80,405,46
647574,6.96,160,23
647751,8.90,356,40
647774,8.40,252,30
648000,10.28,257,25
648291,5.35,107,20
648793,6.97,265,38
648829,3.00,51,17
649032,4.74,128,27
649155,6.39,115,18
649516,4.88,117,24
649692,3.68,92,25
649981,9.53,362,38
650064,12.18,414,34
650127,6.53,209,32
650299,6.57,151,23
650501,9.75,273,28
650800,7.35,125,17
651100,5.25,126,24
651191,5.27,137,26
651242,7.42,230,31
651308,5.91,130,22
651523,6.41,141,22
651614,5.86,129,22
651835,9.93,397,40
651950,13.59,394,29
652247,8.90,258,29
652484,4.56,114,25
653824,7.06,254,36
653975,4.85,126,26
655378,4.73,52,11
655459,7.35,228,31
656123,7.30,321,44
656163,7.74,147,19
656653,9.26,361,39
657135,6.76,230,34
657215,4.96,119,24
657292,5.00,115,23
657666,7.21,137,19
657862,6.00,120,20
657863,3.00,12,4
658223,6.87,206,30
658367,6.24,256,41
658416,4.43,102,23
659085,10.03,391,39
659110,11.81,307,26
659115,4.42,106,24
659239,6.14,129,21
659383,10.16,376,37
659618,7.24,123,17
659961,13.17,303,23
660200,4.48,112,25
660201,10.88,283,26
660203,6.09,140,23
660361,5.32,101,19
660551,4.08,102,25
660563,5.62,118,21
660712,5.00,110,22
661319,3.46,90,26
661368,6.71,114,17
661547,4.95,94,19
661855,8.53,273,32
661923,6.68,127,19
661980,3.81,103,27
661984,5.91,130,22
662057,11.82,402,34
662174,9.19,395,43
662203,5.85,117,20
662594,5.64,141,25
662758,9.21,267,29
662894,7.35,125,17
662929,4.85,97,20
662986,6.85,137,20
663266,7.41,289,39
663299,9.21,258,28
663450,3.11,59,19
663688,6.59,224,34
664161,6.89,124,18
664178,3.21,61,19
664290,6.75,135,20
664389,11.32,430,38
664579,6.75,135,20
664771,7.97,247,31
664979,6.15,123,20
665055,8.80,132,15
665331,8.38,243,29
665399,5.15,103,20
665500,7.44,238,32
665529,9.59,374,39
665541,7.19,151,21
666291,4.43,93,21
666534,4.58,119,26
666974,7.44,238,32
667078,4.86,102,21
667374,10.68,395,37
667435,5.21,146,28
667855,11.23,393,35
667857,5.15,103,20
667963,12.73,420,33
667990,8.06,266,33
668211,4.84,121,25
668344,5.84,146,25
668484,11.82,390,33
668586,5.67,119,21
668651,6.90,145,21
668662,7.55,355,47
668727,5.39,124,23
668834,5.64,141,25
668846,5.50,198,36
668872,5.91,130,22
669018,6.97,202,29
669058,7.94,262,33
669199,5.52,116,21
669571,9.93,407,41
669587,6.05,127,21
669589,6.80,238,35
669970,9.32,382,41
670093,4.17,125,30
670320,5.85,152,26
670536,9.48,294,31
670542,8.28,240,29
670911,7.59,258,34
671520,5.46,142,26
671536,7.83,227,29
671567,6.59,224,34
671599,7.70,331,43
671740,8.50,289,34
671868,5.25,84,16
671931,4.85,97,20
672011,8.27,306,37
672240,7.44,134,18
672425,4.71,66,14
672552,7.65,176,23
672720,7.50,135,18
672777,8.64,121,14
672903,5.90,124,21
672918,7.83,313,40
673087,4.05,77,19
673209,6.57,138,21
673451,10.62,361,34
673502,5.32,117,22
673982,7.05,148,21
674176,7.05,148,21
674451,7.68,146,19
674611,4.50,108,24
674787,5.55,111,20
674952,9.10,373,41
674984,5.48,115,21
675346,5.39,124,23
675378,3.61,65,18
675542,6.79,224,33
675561,8.66,303,35
675612,11.94,406,34
675616,6.18,136,22
675710,8.70,409,47
675842,7.22,130,18
676142,4.40,110,25
676274,4.67,70,15
676308,6.89,124,18
676667,7.34,257,35
677180,9.23,120,13
677275,5.62,135,24
677351,6.05,127,21
677461,6.26,144,23
677582,5.12,128,25
677589,4.67,112,24
677612,5.80,116,20
677703,5.73,149,26
678246,7.24,152,21
678292,8.70,235,27
678336,5.90,124,21
678349,6.68,127,19
678435,4.81,130,27
678625,8.70,261,30
678642,4.50,126,28
679139,4.96,124,25
679297,9.64,376,39
679320,6.32,139,22
679590,3.83,46,12
679841,7.75,124,16
680083,3.33,50,15
680225,6.05,121,20
680236,6.68,247,37
680685,9.51,371,39
680789,5.33,128,24
680993,7.65,237,31
680994,4.85,97,20
681120,6.70,154,23
681153,8.83,256,29
681230,5.64,141,25
681305,8.16,155,19
681480,7.80,273,35
681615,6.50,143,22
681821,8.28,265,32
682443,9.07,127,14
682565,6.45,258,40
682629,5.11,92,18
682679,8.33,383,46
682722,6.92,277,40
683188,6.97,223,32
683323,9.17,385,42
683399,11.85,308,26
683940,7.65,260,34
684101,5.52,116,21
684239,7.26,247,34
684744,3.45,69,20
684948,7.22,267,37
684997,8.16,253,31
685004,8.44,152,18
685081,5.52,116,21
685104,6.53,124,19
685539,10.21,388,38
685622,7.36,162,22
685723,6.75,135,20
685846,7.38,155,21
685884,9.28,297,32
685952,5.10,102,20
686079,5.95,125,21
686125,5.73,126,22
686158,11.26,428,38
686305,6.06,103,17
686348,4.96,114,23
686397,7.67,253,33
686620,5.28,132,25
686826,10.28,401,39
687631,11.42,377,33
687781,7.53,256,34
687983,7.06,113,16
688018,6.32,215,34
688449,3.86,81,21
688489,4.56,41,9
688553,5.91,130,22
688673,4.44,120,27
688770,5.70,131,23
688908,7.80,273,35
688978,5.32,117,22
688993,4.18,92,22
689113,7.59,129,17
689322,6.43,135,21
689330,4.60,115,25
689624,6.00,138,23
689950,5.89,106,18
690012,4.59,101,22
690293,4.80,96,20
690569,6.00,234,39
690597,4.83,116,24
690602,5.85,117,20
690747,9.73,146,15
690877,8.00,144,18
691191,10.03,341,34
691411,9.39,291,31
691415,7.30,146,20
691481,6.75,135,20
691701,5.48,115,21
691965,7.74,209,27
692081,6.94,118,17
692349,8.27,124,15
692491,4.96,129,26
692529,6.30,126,20
692535,6.11,116,19
692554,10.74,290,27
692637,6.44,219,34
692659,6.71,255,38
692898,3.93,59,15
692899,5.39,124,23
693134,7.15,236,33
693455,7.24,123,17
694152,5.56,150,27
694154,6.45,129,20
694319,6.55,131,20
694491,8.12,390,48
694642,5.38,113,21
694782,6.70,154,23
695020,6.05,127,21
695166,6.88,110,16
695209,10.04,261,26
695426,4.67,140,30
695430,4.54,118,26
695875,6.15,123,20
696249,6.28,113,18
696335,7.18,158,22
696925,5.39,151,28
697057,10.13,395,39
697375,6.30,126,20
697469,5.17,124,24
697497,4.83,111,23
697697,7.61,213,28
697944,5.86,123,21
697951,3.33,50,15
698132,4.20,63,15
698208,10.44,407,39
698636,6.18,136,22
699254,5.26,121,23
699326,4.50,99,22
699592,8.37,159,19
699809,5.38,129,24
699874,3.33,80,24
700316,5.54,133,24
700462,4.92,128,26
700571,5.35,139,26
700628,3.43,48,14
700779,6.35,127,20
700896,5.65,113,20
701095,7.38,155,21
701314,7.50,135,18
701387,5.26,121,23
702236,9.34,355,38
702381,5.70,131,23
702461,7.36,162,22
702499,5.78,133,23
702567,7.88,402,51
702761,5.79,139,24
703276,8.64,121,14
703296,9.24,416,45
703402,7.15,236,33
703473,4.56,123,27
703648,4.46,116,26
703792,8.03,257,32
704004,12.81,397,31
704292,10.42,396,38
704362,6.22,255,41
704378,4.96,114,23
705064,9.50,380,40
705173,6.18,136,22
705492,4.45,89,20
705510,4.27,47,11
705530,8.25,264,32
705542,4.78,86,18
705880,9.43,396,42
706049,5.46,131,24
706731,4.62,111,24
706748,5.27,137,26
706796,8.94,304,34
706989,6.70,154,23
707404,4.81,130,27
707450,7.53,128,17
707627,4.86,102,21
707755,8.18,139,17
707811,5.79,139,24
708024,6.38,134,21
708075,4.89,93,19
708080,8.09,348,43
708201,5.11,143,28
708467,8.37,159,19
708548,6.00,126,21
708696,5.58,106,19
708734,4.85,97,20
709277,5.00,95,19
709279,10.18,387,38
709754,7.53,256,34
709833,8.23,247,30
709900,6.53,235,36
709950,10.06,312,31
709987,10.28,298,29
710019,5.62,135,24
710220,6.36,248,39
710382,5.86,123,21
710414,8.07,242,30
710529,4.45,89,20
710800,5.13,118,23
710974,7.47,299,40
711089,6.12,147,24
711106,6.53,124,19
711179,12.26,417,34
711205,6.15,123,20
711301,8.44,380,45
711778,8.39,151,18
711985,4.92,128,26
712118,5.42,141,26
712157,3.08,40,13
712357,9.18,404,44
712463,9.61,365,38
712639,3.43,48,14
713254,4.87,112,23
713288,5.36,134,25
713503,5.27,137,26
713519,8.38,310,37
713536,6.00,126,21
713935,6.63,252,38
714072,7.50,120,16
714076,7.76,326,42
714084,10.61,382,36
714238,5.18,114,22
714317,5.22,120,23
714380,8.09,348,43
714587,5.27,116,22
714788,7.18,122,17
715073,3.18,35,11
715273,9.00,252,28
715332,8.71,366,42
715390,8.38,377,45
715722,7.39,281,38
715995,5.11,143,28
716093,8.24,272,33
716162,7.39,133,18
716589,6.05,115,19
716681,4.84,121,25
716840,7.34,257,35
717052,8.77,272,31
717179,5.62,135,24
717220,5.68,125,22
717503,7.79,257,33
717513,2.88,49,17
717547,8.34,242,29
717915,3.88,66,17
718149,8.21,238,29
718222,8.97,305,34
718374,6.24,131,21
718607,6.49,240,37
718773,6.05,115,19
718834,5.59,123,22
718869,10.57,370,35
719374,7.00,147,21
720589,6.03,175,29
720741,6.05,121,20
721145,7.59,129,17
721255,6.05,133,22
721425,6.32,215,34
721606,5.32,117,22
721817,6.55,144,22
722741,6.90,145,21
722802,8.50,136,16
723223,5.57,128,23
723424,9.51,352,37
723831,10.60,371,35
723987,4.24,106,25
724229,7.74,147,19
724350,8.26,157,19
724433,4.60,115,25
724491,6.33,133,21
724552,7.81,242,31
724568,6.56,118,18
724670,9.18,358,39
725019,7.40,259,35
725044,8.73,393,45
725128,6.70,154,23
725553,4.38,105,24
725559,11.14,401,36
725749,4.58,119,26
726121,4.08,102,25
726657,10.33,403,39
726680,8.67,399,46
727222,9.48,294,31
727327,7.68,261,34
727598,9.37,281,30
727632,5.96,149,25
727878,5.17,93,18
727998,10.16,376,37
728622,4.81,125,26
729136,4.84,155,32
729373,7.22,231,32
729698,5.85,117,20
729972,5.27,137,26
730430,5.00,120,24
730487,11.36,250,22
730966,7.84,353,45
730971,3.57,50,14
731008,6.47,110,17
731228,9.33,336,36
731282,6.35,127,20
731443,10.00,400,40
731538,6.45,142,22
731574,5.44,136,25
731580,6.97,216,31
731757,6.55,131,20
731824,7.38,155,21
732210,5.91,136,23
732567,7.36,243,33
732739,7.36,162,22
732769,6.38,134,21
732943,7.42,297,40
732959,10.10,313,31
733140,10.08,383,38
733383,9.37,281,30
733475,8.98,386,43
733520,5.67,119,21
733557,3.77,83,22
733929,6.97,244,35
734180,7.48,247,33
734261,5.44,147,27
734279,6.05,127,21
734303,5.38,43,8
734438,8.11,146,18
734441,9.57,287,30
734861,4.67,112,24
734884,4.72,137,29
735026,6.58,263,40
735230,8.33,350,42
735396,4.05,77,19
735424,6.53,235,36
735477,12.84,398,31
735688,8.37,159,19
736263,4.08,102,25
736285,4.42,53,12
736288,10.84,271,25
736972,10.41,385,37
737117,8.00,152,19
737363,8.27,124,15
737440,2.80,70,25
737536,9.93,407,41
737575,7.60,380,50
737782,8.11,292,36
738239,6.71,255,38
738277,3.93,59,15
738579,6.53,124,19
739028,7.21,137,19
739490,9.61,269,28
739587,6.14,135,22
739635,6.59,145,22
739695,4.82,135,28
739949,9.18,358,39
740139,8.48,356,42
740577,9.72,379,39
741411,5.00,130,26
741636,8.73,384,44
741665,4.83,116,24
742153,3.93,59,15
742301,6.22,255,41
742371,5.12,128,25
742578,8.14,350,43
742660,9.73,146,15
742713,4.75,57,12
743963,5.00,125,25
744017,4.87,112,23
744541,10.89,392,36
744631,4.61,106,23
744700,6.10,122,20
744780,5.67,136,24
744841,6.70,154,23
744879,7.66,268,35
745214,8.24,272,33
745324,8.41,370,44
745640,8.48,356,42
746010,8.48,373,44
746539,6.00,126,21
746567,7.78,140,18
746574,5.40,54,10
746597,6.04,139,23
746692,6.44,161,25
746798,5.67,51,9
