attractionId,timeslice,AverageTime,StdTime,AnomolousVisitorId
13,33,1.965517241,0.553893624,941
14,33,1.75,0.895591053,null
15,33,1.71875,0.542645475,8908|91552
16,33,1.53125,0.628942643,187421|941
17,33,1.811320755,0.502711336,1458915|111845
18,33,1.769230769,1.089737789,953838
19,33,1.216666667,0.468043604,8672|96702
20,33,3.76635514,2.14136459,null
21,33,2.5,1.50260191,1849867|765962|1454634|1646069|346215|1453554
22,33,1.68115942,0.826350386,941|878|15746|74616|173339|417205
23,33,1.595744681,0.811596171,null
24,33,2.150537634,0.670154127,878|1217|2705
25,33,1.885245902,0.802710833,4828|1197
26,33,2.23880597,0.882699462,75552|436|1547652|52671|7613
27,33,1.796610169,0.520998686,941|173339
28,33,1.740740741,0.550595139,1209830|1725365|1323905
29,33,1.307692308,0.521038687,941|20345|4343|182577
30,33,2.731707317,1.633516709,168074|577530|1656601|1079011|676308|868805|2075410|629483|600044|525828|1322580|1455873|735424|1002385|1944302|204101|732943|1611902|1131984|522249|664161|1184365|2075534|41289|171132|838026|782664|1280655|455984|427249
31,33,1.863636364,0.778925072,436|941|33136|878|7554|7339|18647|7613
32,33,2.845544554,1.521540361,2076701|2091832|1196999|375297|967137|888391|1182901|313835|848858|737782|1221593|471413|1917639|574150|1509877|1736353|1403341|786425
33,33,3.745283019,1.843338162,69478|878
34,33,3.100917431,1.828301121,null
35,33,0,0,null
36,33,0,0,null
37,33,0,0,null
38,33,0,0,null
39,33,4.35,1.878163997,null
40,33,2.75,1.712026426,null
41,33,3.074468085,1.684236052,null
42,33,2.986666667,1.58832108,null
43,33,0,0,null
44,33,3.567073171,1.779213034,7509|105834|6393|7639
45,33,2.8,1.535889489,1095099|836515|1849728
46,33,3.025641026,1.604003299,null
47,33,3.28057554,1.769254319,null
48,33,3.413043478,1.854924927,null
49,33,2,1.069044968,null
50,33,1.941176471,0.67846104,878|1511380
51,33,2.533333333,0.998072216,1980
52,33,2.466216216,1.354189291,null
53,33,2.5,1.841364983,null
54,33,4.175438596,2.054300053,4773|15746|6393
55,33,3.72972973,1.853550756,878|3499
56,33,3.490196078,1.742921633,33136
57,33,3.780487805,1.524726911,72585
58,33,3.476190476,1.499811024,null
59,33,3.615384615,1.767493358,436
60,33,0,0,null
61,33,3.069444444,1.257118683,285462|941|1051684|2083480|135664|1425069|299987|418576|7680
62,33,2.571428571,0.903507903,null
63,33,0,0,null
64,33,4.493975904,2.015710992,436|49580|4343|8129|13357
65,33,1.894736842,0.978035497,697057|672552
66,33,1.5,0.901387819,null
67,33,1.966666667,0.793737059,878
68,33,0,0,null
69,33,0,0,null
70,33,0,0,null
71,33,0,0,null
72,33,0,0,null
73,33,0,0,null
74,33,0,0,null
75,33,0,0,null
76,33,0,0,null
77,33,0,0,null
78,33,0,0,null
79,33,0,0,null
80,33,0,0,null
81,33,2.158139535,0.936516686,1727|436|941|2048166|10019|24136|747901|7613
82,33,0,0,null
83,33,1.052810903,0.302594965,2090041|8908|674952|75552|436|1775|866007|1634|432979|1811210|671567|457620|1724240|885299|20700|941|40715|422300|152738|878|1897606|1197|1100326|1577431|1719327|47291|15755|47304|94080|912170|212022|1836644|1960662|1517370|99755|439328|1175999|644063|182809|15490|1314513|18745|1828090|434962|270842|557816|186115|52671|9103|612084|7613|1951|84358
84,33,2.332312404,0.968986279,20448|8908|19162|56638|187536|1727|436|74204|20627|12030|73058|8672|975742|7111|2705|2706|20345|4343|124052|15746|7554|7478|2231|7339|736972|9565|7228|6162|437652|15466|145262|6393|118662|74616|77124|1980|134375|176894
85,33,1.157360406,0.436340538,8908|1727|436|677351|295158|203267|1634|4828|941|878|12061|2705|2706|1197|23379|197411|96728|75415|7554|7478|135664|15712|3499|9591|72385|105834|191677|75964|827053|168587|73436|7680|73365|1980
0,34,0,0,null
1,34,1.681690141,0.828942066,187536|1187304|841206|962998|49580|4908|20627|878|73058|2705|20345|15755|7509|540014|9591|13357|876501|7228|182809|612457|75964|1240976|72585|9103|1377134|7613
2,34,1.469879518,0.59936595,56638|436|1634|941|878|2369|2705|2706|15715|99755|91552|1820085|118662|9103|173339|1980|7639
3,34,1.734246575,0.679113212,20448|56638|43833|69324|1487166|975742|7157|2706|23379|96728|7554|7478|437652|6393|18647|84322
4,34,3.247787611,1.524482832,1727|436|1775|941|878|12030|7111|7157|1217|23379|4343|9591|6162|9103|7613
5,34,2.843551797,1.400475331,8908|941|878|7111|12061|7157|47304|7478|24136|6393|430595|73415|1980|7639|1951
6,34,1.895027624,0.78217208,8908|1727|436|1634|33136|878|7157|2706|87021|4343|7509|644063|77124|9103|73436|7680|1980
7,34,2.697732997,1.171729458,8908|1727|436|234845|20627|20700|941|878|2052720|2706|7478|15715|11810|1980
8,34,2.094777563,1.526613644,939891|19162|1990951|939927|1132076|1370098|1956087|1834023|554479|1208756|784799|1521686|1202975|1582176|658223|613971|1509997|724568|1925175|858902|1885017|1115813|835786|1705308|1182208|774775|253084
9,34,3.246376812,2.006142606,null
10,34,1.935064935,0.821060081,56638|1217|2706
11,34,2.124137931,1.096619177,null
12,34,2.887096774,1.375964909,436|1197|197411|3499|72385|145262|49610
13,34,1.850574713,0.655054192,941|91552|173339
14,34,1.464788732,0.607979753,8908|75415|10019|134375
15,34,1.710144928,0.874981382,920654|1666800|705530|954277
16,34,1.623188406,0.591082529,878|1217|124052
17,34,1.575342466,0.616690593,8908|1775|941|1980
18,34,1.765625,0.65531928,null
19,34,1.365853659,0.588012064,8672|2705|10019|827053|73365
20,34,3.471365639,1.857499158,null
21,34,2.563829787,0.946794523,878|168587
22,34,1.988636364,0.884251961,1598265|1194115|941|248169|15746|221400|74616|173339|334793
23,34,1.958333333,0.797186985,941|2231|15490|91552|18521
24,34,1.872727273,0.877701047,928842|289513|750190|1614738|6393|77124|150987
25,34,1.666666667,0.659217643,1974000|1616612|4828|1635041|1197|7339|1116730|72585
26,34,2.307189542,0.95828289,75552|436|878|52671|7613|176894
27,34,1.737373737,0.96062055,1725365
28,34,1.742574257,0.490942675,1944302|18521
29,34,1.571428571,0.741465393,941|1737703|4343|182577|1980
30,34,2.721088435,1.639607376,null
31,34,1.602409639,0.548985388,941|11810
32,34,3.187179487,1.72130075,null
33,34,4.058139535,1.865690969,69478|941|878|2705|23379|15466|1980
34,34,4.065088757,1.99775554,677351|187421|878|2369|2679|40410|94080|1980
35,34,0,0,null
36,34,0,0,null
37,34,0,0,null
38,34,0,0,null
39,34,3.068181818,2.164849324,null
40,34,3.290322581,1.604213846,1727|1197|23379|47304|134375|1951
41,34,3.461077844,1.640303544,4908|187421|2705|15755|2231|827053|6393|1980
42,34,2.973684211,1.721435134,null
43,34,0,0,null
44,34,3,1.688634107,null
45,34,3.123655914,1.637031962,null
46,34,3.338289963,1.684578039,null
47,34,2.647286822,1.449395094,1109022|178111|1180904|1251137|1272013
48,34,2.818181818,1.389324166,1727|4908|1688339|941|1772261|524412|878|3499|736972|15490|41235
49,34,2.081081081,0.921493407,96728|52671
50,34,1.98,1.08536077,null
51,34,2.191919192,0.993753544,7509|24136|191677
52,34,2.524390244,1.054585294,941|2037221|1828926|20345|2057648|168587|73415
53,34,4,1.788854382,436|7478
54,34,3.438356164,1.65289071,4773|15746|6393
55,34,3.7,1.933797153,null
56,34,3.307692308,1.881170623,null
57,34,3.698113208,1.854102718,null
58,34,3.75,1.803046467,295158
59,34,3.158730159,1.710589925,null
60,34,0,0,null
61,34,3.286324786,1.516597187,61892|90317|941|878|8672|135664|18521|7680
62,34,3.142857143,1.641303613,null
63,34,1,0,null
64,34,3.558441558,2.291081036,null
65,34,1.898305085,0.981214046,1643608|1877839
66,34,2.142857143,0.88228434,677351
67,34,2.35483871,1.572362508,1103750|1502840|1110499
68,34,0,0,null
69,34,0,0,null
70,34,0,0,null
71,34,0,0,null
72,34,0,0,null
73,34,0,0,null
74,34,0,0,null
75,34,0,0,null
76,34,0,0,null
77,34,0,0,null
78,34,0,0,null
79,34,0,0,null
80,34,0,0,null
81,34,2.944444444,1.438883019,1113108|436|1293978|200414|90317|1724240|941|152738|1658699|878|280620|1154170|75415|1719327|47291|2231|135664|7339|1238170|2082974|75964|1081674|1142377|150987|1980|7613|84358
82,34,0,0,null
83,34,1.03125,0.252006111,94080|930960
84,34,2.6,1.199543292,56638|187536|1727|436|43833|69478|106322|164193|878|12030|73058|8672|975742|7111|480467|2706|1197|57581|73216|124052|221553|7478|6162|437652|145262|6393|118662|161753|1980|84322
85,34,1.024390244,0.2738328,1072884|1852033|941|1197|197411|191677
0,35,0,0,null
1,35,1.5,0.627111817,187536|436|1091602|837420|195445|1169631|1932440|1360635|1538447|1953744|291269|15755|1760535|716840|80314|3499|691965|2012017
2,35,1.462025316,0.550156618,436|941|12061|4343|6110|145262|7680|1951
3,35,1.558730159,0.637355372,573722|43833|1852033|1504179|1420357|781799|902902|566577|7111|1469620|408469|360036|1540221|96728|1351151|1257219|15712|6110|6393|7680|18647|1980|84322
4,35,3.701171875,1.909860356,null
5,35,3.829187396,1.908336084,8908|436|43833|69478|106322|1634|941|878|111845|7111|7157|221553|7478|24136|91552|72585|6393|77124|430595|73415|1980|7639|176894|6534|1951
6,35,2.123563218,0.887008777,1727|436|1667325|878|7111|7157|480467|2706|1107698|232333|2047018|73216|4343|347424|15715|473436|1373154|118662|73436|2067907
7,35,3.362473348,1.861258045,null
8,35,1.930530165,1.423519589,643417|879855|2004343|795931|252538|1205744|422069|1905468|1118800|1981451|762721|1765460|2048594|974810|1067283|357306|1613678|721425|1540146|985195|1243186|688018|1897793|1107833|438619|1010658|1903948|1380475|227163|1501359|635721|47304|241193|1560027|1632966|1171244|1337430|1295630|1650753|1042390|1809183|1155997|911693|157752|1369855|2010738|266949|207433
9,35,3.736363636,1.786508627,19162|941|878|2705|1197|3499|72385
10,35,2.115384615,0.987734865,56638|436|941|1217|2706|6393
11,35,2.47008547,1.19704733,436|878|164723|9103|134375
12,35,1.807228916,0.869246258,1217|1197|145262
13,35,1.577464789,0.579124385,1710455|197411|864018
14,35,1.696428571,0.57813054,234845|2052720|2705
15,35,2.075,0.861566524,4773|878|96728|182577|15746|6393
16,35,1.443181818,0.542316754,1634|7509
17,35,1.692307692,0.882877119,626433
18,35,2.140740741,0.803878471,8908|53558|15712|736972|9565
19,35,1.651162791,0.558289746,2705|15466|827053|73365
20,35,3.4625,1.63497141,56638|1634|40715|878|7157|2706|20345|7478|6393|1980
21,35,2.181818182,1.284107115,1737703|1189602
22,35,1.985714286,0.67416507,436|61892|1680161|878|4343|80314|6393
23,35,1.84962406,0.922793278,91552|11810|1980
24,35,2.024390244,0.852626781,49580|878|13357|6393|52671
25,35,2.159663866,0.839962137,4343|15712|7339
26,35,2.217391304,1.022143266,1775|878|15755|1980|176894
27,35,1.710144928,0.753037272,878|417205
28,35,1.79389313,0.671612348,480467|73216|161753
29,35,1.348837209,0.600319384,436|295158|1748887|1980
30,35,2.993421053,1.768874823,null
31,35,1.514285714,0.642916097,187536|593798|1511484|878|7111|1485127|1221844|161753
32,35,3.05721393,1.649516055,null
33,35,3.735632184,1.946952773,null
34,35,3.837438424,1.961319055,null
35,35,0,0,null
36,35,0,0,null
37,35,0,0,null
38,35,0,0,null
39,35,3.25,1.547227997,73058|8672|2679
40,35,3.289340102,1.737998266,null
41,35,2.706586826,1.514851927,1729573|2018584|1795965|1574806|863916|183920|231643
42,35,3.161616162,1.851549493,null
43,35,0,0,null
44,35,3.015075377,1.758940136,null
45,35,3.548387097,1.774660803,null
46,35,2.78974359,1.53064118,1346637|193115|2056851|84976|525828|705064|782664
47,35,2.915929204,1.651533326,null
48,35,3.125,1.611464922,null
49,35,2.42,1.089205215,436|61892|941|7111|4343|1713869|6393
50,35,2.175438596,1.006214726,843206|7509|437652|1375098
51,35,2.235955056,1.190047322,539386|468242|1108132|1731054
52,35,1.911242604,0.879171153,1140606|295158|111758|717513|2705|1197|749044|1038617|1126403
53,35,3.72,1.94811088,null
54,35,3.984615385,1.6949651,878|1217
55,35,3.425,1.742882849,null
56,35,2.808510638,1.79272798,null
57,35,3.301369863,1.916285619,null
58,35,3.681818182,1.662045936,null
59,35,4.072463768,1.95749235,436|8385|182809
60,35,0,0,null
61,35,2.875,1.693323286,null
62,35,4.333333333,1.490711985,null
63,35,3.301608579,1.421425495,8908|19162|187536|1727|436|203267|20627|90317|4773|941|878|1197|23379|40410|75415|176062|47291|15746|2231|9591|13357|91552|75964|145262|72585|6393|49610|134375|7639
64,35,3.938823529,2.416182879,null
65,35,2.134920635,1.081943357,1908375|811356|45840|1809285
66,35,2.125,0.927024811,null
67,35,1.6875,0.876254681,null
68,35,0,0,null
69,35,0,0,null
70,35,0,0,null
71,35,0,0,null
72,35,0,0,null
73,35,0,0,null
74,35,0,0,null
75,35,0,0,null
76,35,0,0,null
77,35,0,0,null
78,35,0,0,null
79,35,0,0,null
80,35,0,0,null
81,35,3.892628205,1.909218556,90317|941|878|8672|7157|75415|47291|47304|135664|10019|24136|6162|99755|75964|150987|7680|1980|7613
82,35,0,0,null
83,35,1,0,null
84,35,1.344186047,0.533431565,53558|436|1775|941|8672|9924|67762
85,35,1.807692308,0.46708331,1634
0,36,0,0,null
1,36,1.648734177,0.55823641,436|677351|1775|1178625|878|1217|2705|57581|52671|1980
2,36,1.421985816,0.580358415,436|4908|1084813|816686|878|1217|8129|99755|8385|712463|1863696|11810|7613
3,36,1.82674772,0.770228183,56638|436|1775|1634|878|12030|7111|480467|2706|1258107|73216|124052|15715|3499|72385|437652|1844758
4,36,4.371916509,1.996218665,20448|1727|436|1775|295158|69478|1634|941|878|12030|8672|2706|4343|3499|18521|7680|1951
5,36,4.559859155,1.990743891,436|43833|69478|106322|1634|878|111845|2679|221553|7478|6393|77124|430595|73415|18647|1980|7639|176894|6534
6,36,1.617021277,0.731757487,1154245|75552|436|941|878|1556578|7478|1096690|6110|437652|18521|1235149
7,36,3.5859375,1.942514637,null
8,36,1.843612335,1.161689633,1401601|1434060|404385|1633599|1355346|1717660|1353153|260080|2020031|1441834|955294|120617|177221|690569|1656130|1003120|1694684
9,36,3.068965517,1.954343775,null
10,36,2.731958763,1.295851122,436|941|6393|1980
11,36,2.886075949,1.294115787,1980
12,36,2.122807018,0.801825335,1217
13,36,1.789473684,0.59643691,941|717513|1038617
14,36,1.836065574,0.690722232,69324|878
15,36,1.651162791,0.711491095,null
16,36,1.808080808,0.66991753,1634|33136|4343|9565
17,36,1.56,0.586296853,941|41235
18,36,1.925373134,1.07824152,null
19,36,1.5,0.625,941|8129|15466
20,36,3.281938326,2.022042519,null
21,36,2.282894737,0.916522173,8908|187421|164723|327024|3499
22,36,2.427184466,0.689634294,436|1748887|593798|442914|1965716|946866|1474864|1980
23,36,1.93814433,0.649330157,436|187421|73436
24,36,1.925531915,0.738813137,436|4908|878|437652
25,36,2.135714286,0.92066176,436|9924|3499|72385|417205
26,36,2.522522523,1.411491363,1028749|2048397|1234698|1476695|190991|1176471|1253374|927415|1128869|965666
27,36,1.824324324,0.788810047,61892
28,36,1.835616438,0.634584159,1680161|9103
29,36,1.285714286,0.501310237,436|1634
30,36,3.001926782,1.706882263,null
31,36,1.8875,0.555376772,878|7111|953272|953838|157752|1951
32,36,2.125,1.536025716,334793
33,36,3.146666667,1.744096498,null
34,36,3.053140097,2.153114925,null
35,36,0,0,null
36,36,0,0,null
37,36,0,0,null
38,36,0,0,null
39,36,4.209876543,2.037683085,73058|8672|2679|150987
40,36,3.160839161,1.602526477,null
41,36,3.435714286,1.745726665,null
42,36,3.251231527,1.749891243,null
43,36,0,0,null
44,36,2.805369128,1.555066351,788576|2094112|218421|675561|1967504|398396
45,36,2.917159763,1.678984238,null
46,36,3.011764706,1.745781342,null
47,36,2.931216931,1.922908514,null
48,36,2.95620438,1.673429934,null
49,36,1.263157895,0.601548277,61892|7111
50,36,2.595959596,1.056855399,1933119|818521|1790293|18521
51,36,2.202380952,1.258123372,941|1823484|711179|78603|518531
52,36,2.353383459,0.967690966,436|1634|7111|1217
53,36,4.068493151,1.889616669,null
54,36,3.944444444,1.827466764,878|1217|7509
55,36,4.189189189,2.00151957,7554|118662
56,36,3.549019608,1.798744724,null
57,36,4.582417582,1.843088135,74204|164193|941|80314|191677
58,36,4.923076923,1.374784296,770923|1477221|433010|929532|274315|11810
59,36,3.236363636,2.179864139,null
60,36,0,0,null
61,36,3.419642857,1.787987233,null
62,36,2.666666667,1.795054936,null
63,36,5.955958549,1.200553552,8908|19162|187536|1727|436|203267|20627|90317|4773|941|878|1197|23379|40410|75415|176062|47291|15746|7554|2231|9591|13357|91552|75964|145262|72585|6393|49610|134375|7639
64,36,3.398601399,2.437348306,null
65,36,2.706521739,1.29406663,71940|1634|941|878|473898|1450164
66,36,1,0,null
67,36,1.409090909,0.777211104,618369|1544708
68,36,0,0,null
69,36,0,0,null
70,36,0,0,null
71,36,0,0,null
72,36,0,0,null
73,36,0,0,null
74,36,0,0,null
75,36,0,0,null
76,36,0,0,null
77,36,0,0,null
78,36,0,0,null
79,36,0,0,null
80,36,0,0,null
81,36,4.557661927,1.922060282,941|8672|7157|1217|47304|7478|10019|24136|6162|99755|6393|168587|150987|7680|1980|7613
82,36,0,0,null
83,36,2,0,null
84,36,1,0,null
85,36,3,1.224744871,878
0,37,0,0,null
1,37,1.43452381,0.575124493,436|340936|71526|941|975742|7157|1217|1075202|7478|7228|186358|590966|6393|1951
2,37,1.420353982,0.606894117,1634|1203180|20700|1420804|7157|1217|2705|2679|1865573|99755|644063|437652|58238|7680
3,37,1.683908046,0.657840917,1727|436|1775|871672|69478|810123|106322|1053453|1199860|941|1967769|286210|714084|316746|878|111845|7157|1217|856067|1870869|444761|221553|1643467|10019|3499|24136|72385|1381640|588235|73436|530908
4,37,4.38305709,1.972240845,20448|1727|436|1775|295158|69478|1634|941|878|8672|2706|4343|3499|18521|7680|73365|7613|1951
5,37,4.540901503,1.955747338,8908|436|295158|69478|106322|878|111845|2679|221553|135664|3499|72385|6110|67762|77124|73415|18647|1980|176894|6534
6,37,1.682098765,0.758103644,436|20700|164193|941|878|1217|1197|96702|1669061|4343|1437652|757980|437652|1850297|157752|150987|176894
7,37,4.020700637,1.837428277,8908|1727|436|43833|187421|941|878|480467|197411|57581|96728|73216|182577|7478|15715|24136|8385|6393|430595|7639|84322
8,37,1.9225,1.359343235,94906|407458|1950138|1636226|885299|2052295|1699001|1633651|615627|986349|1134821|811361|285099|1478594|1830372|1903939|1559270|684997|1549439|1076477|224471|755822|1603218|491409|757845|6110|525690|180789|1186622|1224859|1474864|1057485|242021|2062993|6534
9,37,3.741666667,1.734435414,1634|96702|15755|18521
10,37,2.481927711,1.058771861,96702|1980
11,37,2.298245614,0.870689961,1217
12,37,2.132075472,0.973792963,4908|878|2705|1197
13,37,1.948979592,0.572681326,7111|124052|135664
14,37,1.522727273,0.54971007,8129
15,37,1.643835616,0.598446815,56638|1167284|2706|26965
16,37,1.507462687,0.614393964,436|954782|10019|273602
17,37,2.267857143,0.936609757,105834|18521
18,37,2.00990099,0.84001422,436|1634|878|7111|2705|827053|9103
19,37,1.728395062,0.598214832,941|33136|12061|7509|992928
20,37,3.647482014,1.737522825,1775|878|9103
21,37,2.148148148,1.124647013,null
22,37,1.976470588,0.892885693,1748887|7509|1980|334793
23,37,1.571428571,0.74860847,4828|941|15466|417205|1980
24,37,2.494117647,1.028470751,61892|941|1197
25,37,1.727272727,0.692614251,2369|2679|4343
26,37,2.233082707,1.088885705,49445|941|33136|73058|8672|7111|1318949|24136|1654909
27,37,2.252631579,0.877555751,295158|61892|12061|626433
28,37,1.46728972,0.62087721,20700|2705|1197|712157|644063|1316493|1346444
29,37,1.414634146,0.661778435,1727|1634|4828|15755
30,37,2.845841785,1.691987409,null
31,37,1.727272727,0.79593256,2090763|2705|8129|105834|11810
32,37,3,1.414213562,null
33,37,3.739130435,1.669881091,878|480467|73216|15755|15466
34,37,4.141025641,1.889615007,53558|436|677351|69478|941|878|2369|9924
35,37,0,0,null
36,37,0,0,null
37,37,0,0,null
38,37,0,0,null
39,37,4.235294118,1.918892754,12030|73058|8672|150987|1980
40,37,3.262411348,1.535484313,436|941|2705|47304|182809|827053|168587|52671
41,37,3.564102564,1.714321979,1727|436|61892|941|878|8672|1197|96728|164723|6162|182809|1980|1951
42,37,2.825396825,1.644429269,null
43,37,0,0,null
44,37,3,1.658312395,null
45,37,2.924855491,1.696488347,null
46,37,3.341708543,1.893432027,null
47,37,3.391891892,1.595591315,75552|1727|436|941|94080
48,37,3.574850299,1.737112667,436|1775|1197|9565
49,37,2.017857143,1.233443099,null
50,37,2.551724138,1.077732451,878|806371|11297|99755
51,37,2.011111111,1.049222065,1283826|42721|293466
52,37,2.268115942,1.102228013,436|71526|7111|8129
53,37,4.108108108,1.85591909,941|41235
54,37,3.362068966,1.542521263,1217|7509
55,37,3.363636364,1.984412082,null
56,37,2.872340426,1.501666175,943291|978893|1509197|121980
57,37,3.705263158,2.025755724,null
58,37,3.096774194,1.738415142,null
59,37,4.725,1.583513696,878
60,37,0,0,null
61,37,2.308139535,1.542623379,2063333|655459|1241159|836726|297564|1771970|411180|1316642|642869
62,37,2.857142857,1.355261854,null
63,37,6,1.182777972,8908|19162|187536|1727|436|203267|20627|90317|4773|941|878|1197|23379|40410|75415|176062|47291|15746|7554|2231|9591|13357|91552|75964|145262|72585|6393|49610|134375|7639
64,37,3.074074074,2.17200305,null
65,37,2.191489362,0.9462781,1634|941|2705|2679|182577|9103|1980
66,37,2.333333333,0.471404521,null
67,37,2.28,0.984650192,1980
68,37,0,0,null
69,37,0,0,null
70,37,0,0,null
71,37,0,0,null
72,37,0,0,null
73,37,0,0,null
74,37,0,0,null
75,37,0,0,null
76,37,0,0,null
77,37,0,0,null
78,37,0,0,null
79,37,0,0,null
80,37,0,0,null
81,37,4.468217054,1.964780106,56638|436|69324|941|8672|7157|1217|2706|20345|7509|47304|7478|736972|6162|6393|73436|7680|1980|7613
82,37,0,0,null
83,37,6,0,null
84,37,4,0,null
85,37,4.769230769,2.057878939,878
0,38,0,0,null
1,38,1.5,0.615038414,436|1768640|71526|554372|941|661855|546488|941228|878|1939998|975742|1217|567905|1828452|2088587|7478|1948740|7228|1685019|18521|150987|7680|1980
2,38,1.587412587,0.603004116,8908|19162|436|677351|1140789|176423|90317|941|878|176062|8129
3,38,1.544585987,0.601648437,75552|1775|69478|106322|4828|941|1217|23379|221553|15746|99755|74616|173339|18647|1980
4,38,4.553875236,1.895693792,20448|436|1775|1634|941|878|111845|73058|8672|7157|4343|3499|73365|7613
5,38,4.396103896,2.019874377,8908|1727|436|295158|4828|941|878|2706|1197|2679|4343|135664|3499|72385|67762|9103|18647|1980
6,38,1.690949227,0.687163785,4908|20700|164193|941|4343|8129|9565|105834|6162|6393|77124|1980|176894
7,38,4.44054878,1.94257805,1727|436|43833|20627|187421|941|878|7157|480467|197411|57581|73216|7478|15715|24136|7228|6393|430595|150987|7639|84322|1951
8,38,1.956435644,1.188060163,20448|1696476|1496683|1820141|158293|818411|97314|1947433|706049|2066972|918004|265730|2011852|753553|1201079|1179337|368330|1685011|373112
9,38,2.244094488,1.914669666,null
10,38,2.914285714,1.665727238,null
11,38,2.177419355,1.021969654,878|8672|1217|10019|1980
12,38,2.725274725,1.178624805,878|2705|15712
13,38,1.435294118,0.605800041,75552|941|878|1217|96728
14,38,1.663043478,0.639439312,718869|8672|2679|118662|2025656|1216041|7680
15,38,1.514285714,0.589974551,436|8672|2679
16,38,1.888888889,0.646293643,436|941|15755
17,38,1.581818182,0.578180779,105834|18521
18,38,1.754716981,0.870127376,20448|1727|941|2679|40410|7509|18521|11810
19,38,1.808510638,0.839056308,12061|23379|145262
20,38,3.237288136,1.914727496,null
21,38,2.168224299,0.95249575,989604|164723|10019|9591|1016590
22,38,1.581967213,0.80314979,417205
23,38,1.77,0.84126809,436|90317|15746|7478|191677|437652|74616|18521
24,38,1.691358025,0.7846209,43833|1775|941|6393|18521|84322
25,38,1.803418803,0.924465883,1458915|916602|1875369|1683311|487752|1174742
26,38,2.941176471,1.340607068,4773|73058|8672|7111|15746|75964|6393|1980|134375|6534
27,38,1.93877551,0.709926006,1634
28,38,1.695121951,0.698416013,1748887|12030|644063|1980
29,38,1.273972603,0.580924852,8908|1680161|73058|8672|1217|7680
30,38,3.13,1.605095013,null
31,38,1.489361702,0.693702278,130895|4828|878|644063|1980
32,38,3.75,1.479019946,null
33,38,4.363636364,1.624003743,998537|590879|941|2705|1916515|15755|1089795
34,38,4.41025641,2.006421022,1727|436|677351|69478|20700|941|878|1217|23379|40410|9924|15466
35,38,4.421052632,1.128046409,878
36,38,1,0.5,null
37,38,2.361445783,0.978456685,436|71526|7111|161753
38,38,2.548387097,1.278431157,null
39,38,3.293478261,1.852193424,null
40,38,3.205882353,1.610351063,null
41,38,2.875,1.609633914,null
42,38,3.248803828,1.861283626,null
43,38,0,0,null
44,38,3.169230769,1.648190228,null
45,38,3.779069767,1.655317122,436|164193|941|4343|1980|6534
46,38,3.298578199,1.61208984,8908|436|4908|941|1217|11810|173339
47,38,3.077464789,1.475080863,8908|436|941|878|2369|94080
48,38,2.977142857,1.32713541,436|878|12061|1197|644063|2030871
49,38,2.108108108,0.812999238,7111|77124
50,38,1.943925234,0.729870603,941|878|3499
51,38,2.40625,1.202429791,436|1876603|871747|941|4343|47291|129173|6393|445691|695209|176894
52,38,1.805309735,0.998908197,357801|1021092|563405|2083152|171900|956228|1196473
53,38,3.776119403,1.746719844,1727|941|41235
54,38,3.821428571,1.836230621,878
55,38,4.75,1.642655566,436|670536|1201916|727222|1288670
56,38,3.976190476,1.691832996,436|69478|106322|878|75415|221553|1980|7639
57,38,2.795454545,1.614532765,null
58,38,4.02739726,1.723428092,1727|878|2706|161753
59,38,4.095238095,1.268848819,null
60,38,0,0,null
61,38,3.15625,1.459917759,61892|12030
62,38,5,0,null
63,38,1.051813472,0.547150897,1787551|644885|1600469|1629516|521750|1935406|1080969|1781070
64,38,3.628062361,2.287604643,null
65,38,1.93258427,1.022583584,735026|359163|201463|1394394|122981|500247
66,38,2.616666667,0.97493827,11053|1310270|637544|49610|445535
67,38,2.2,0.913016977,8672
68,38,0,0,null
69,38,0,0,null
70,38,0,0,null
71,38,0,0,null
72,38,0,0,null
73,38,0,0,null
74,38,0,0,null
75,38,0,0,null
76,38,0,0,null
77,38,0,0,null
78,38,0,0,null
79,38,0,0,null
80,38,0,0,null
81,38,4.463636364,1.817930837,56638|436|941|2706|1197|20345|7509|7478|72585|6393|73436|7613
82,38,0,0,null
83,38,6,0,null
84,38,6,0,null
85,38,3.75,2.488515287,null
0,39,0,0,null
1,39,1.448387097,0.542868634,436|1197|75415|99755|73415|7680|1980
2,39,1.428571429,0.597614305,436|1267918|1634|941|878|8672|2679|838917|580785|1607917|99755|1143856|1223310|1537207
3,39,1.506622517,0.595222712,436|203267|1634|4908|33136|878|4343|7554|7478|3499|1607917|105834|437652|18647
4,39,4.28021978,1.956435534,8908|436|1775|1634|878|111845|73058|8672|7111|7157|23379|124052|9591|24136|73365|1980|7613|176894
5,39,4.282894737,1.994461509,8908|75552|1727|436|295158|4828|4773|941|878|2706|1197|20345|4343|15746|7478|135664|3499|72385|6162|67762|6393
6,39,1.617021277,0.628338522,436|1807255|1522082|465853|1165018|1711010|878|675842|1163825|383458|795160|7509|7478|805788|9565|584930|644063|7680|1980|134375|7613
7,39,4.447900467,1.998540943,61892|1634|20627|941|878|975742|7157|480467|2705|197411|57581|73216|4343|47304|7478|2231|24136|7228|6393|430595|150987|1951
